"Id","contexte_travail","fonction_recherche","statut_professionnel","statut_professionnel_Autre","annee_premiere_publi","Systeme_exploitation","Usage_telephone_mobile","Outils_gestion_travail_av_confinement_visioconférence","Outils_gestion_travail_av_confinement_planification_RDV","Outils_gestion_travail_av_confinement_gestion_temps","Outils_gestion_travail_av_confinement_métier_interne_entreprise","Outils_gestion_travail_av_confinement_planification_suivi_taches_gestion_projet","Outils_gestion_travail_av_confinement_services_ligne","Outils_gestion_travail_av_confinement_redaction_collectif","Outils_gestion_travail_av_confinement_gestion_references","Outils_gestion_travail_suite_confinement_visioconference","Outils_gestion_travail_suite_confinement_planification_RDV","Outils_gestion_travail_suite_confinement_gestion_temps","Outils_gestion_travail_suite_confinement_metier_interne_entreprise","Outils_gestion_travail_suite_confinement_planification_suivi_taches_gestion_projet","Outils_gestion_travail_suite_confinement_services_ligne","Outils_gestion_travail_suite_confinement_redaction_collectifs","Outils_gestion_travail_suite_confinement_gestion_references","Acces_informations_recherches_instititionnel","Acces_informations_recherches_moteur_recherche_generalistes","Acces_informations_recherches_moteur_recherche_scientifiques","Acces_informations_recherches_pay_per_view","Acces_informations_recherches_entrepot_donnees","Acces_informations_recherches_reseaux_numeriques_academiques","Acces_informations_recherches_archives_ouvertes","Acces_informations_recherches_bibliotheques_numeriques","Acces_informations_recherches_demandes_web","Acces_informations_recherches_extensions_navigateur","Acces_informations_recherches_bibliotheques_clandestines","Acces_informations_recherches_demande_auteurs","decouverte_outils_num_travail","type_donnees_nombres_valeurs_numeriques","type_donnees_textes","type_donnees_images","type_donnees_videos","type_donnees_ 3D","type_donnees_sons","volumetrie_donnees","Reutilisation_donnees","Archive_long_terme","tiers_archivage","Tiers_archivage_recod","crowdsourcing","outils_sauvegarde_carnets_papier","Outils_sauvegarde_carnets_numeriques","Outils_sauvegarde_base_donnees_labo","Outils_sauvegarde_supports_amovibles","Outils_sauvegarde_reseau_informatique_local","Outils_sauvegarde_disque_dur","Outils_sauvegarde_cloud_institutionnel","Outils_sauvegarde_cloud_non-institutionnel","logiciel_production_donnees","types_logiciels_production_donnees","Usage_outils_nettoyage","outils_nettoyage","Usage_outils_analyse","Outils_analyses","Usage_outils_visualisation","Outils_visualisation","usage_outils_systemes_qualif_donnees","Outils_redaction_documents_traitement_texte","Outils_redaction_documents_traitement_texte_ligne","Outils_redaction_documents_editeur_Latex","Outils_redaction_documents_balisage","Outils_redaction_documents_aide_redaction","Outils_redaction_documents_formats_specifiques","Outils_redaction_documents_gestionnaire_references","Outils_redaction_documents_traduction","Outils_redaction_documents_PAO","outils_production_figure","Formats_presentation_resultats_recherche_communication","Formats_presentation_resultats_recherche_articles_evaluation_pairs","Formats_presentation_resultats_recherche_articles_sans_evaluation_pairs","Formats_presentation_resultats_recherche_chapitre_ouvrage","Formats_presentation_resultats_recherche_presse","Formats_presentation_resultats_recherche_document_interne","Formats_presentation_resultats_recherche_reseaux_sociaux","Formats_presentation_resultats_recherche_livre","Formats_presentation_resultats_recherche_billet_web","Formats_presentation_resultats_recherche_billet_blog_personnel","Formats_presentation_resultats_recherche_autre","criteres_soumission_publi","Pre-print_non_evalues_platerforme_not_for_profit","Pre-print_non_evalues_reseaux-sociaux-num_academiques","Pre-print_non_evalues_site_web_personnel","Diffusion_donnees_produites_complement_plateforme_editeur","Diffusion_donnees_produites_article_donnees","Diffusion_donnees_produites_entrepots_generalistes","Diffusion_donnees_produites_entrepot_disciplinaire","Diffusion_donnees_produites_résultats_négatifs","Diffusion_autres_types_production_projet_recherche","Diffusion_autres_types_production_grant_proposals","Diffusion_autres_types_production_protocoles","Diffusion_autres_types_production_notebook","Diffusion_autres_types_production_codes","Diffusion_autres_types_production_prorotypes","Diffusion_autres_types_production_rapports","Diffusion_autres_types_production_materiels_accompagnement","Diffusion_autres_types_production_posters","Diffusion_publications_evaluees_pairs_archives_ouvertes","Diffusion_publications_evaluees_pairs_entrepots_generalistes","Diffusion_publications_evaluees_pairs_reseaux_sociaux_num_academiques","Valorisation_recherche_referencement","Valorisation_recherche_reseaux_sociaux_num_generalistes","Valorisation_recherche_reseaux_sociaux_num_academiques","Valorisation_recherche_presence_num","Valorisation_recherche_multimédia","Valorisation_recherche_media_ligne","Valorisation_recherche_sciences_citoyennes","Valorisation_recherche_transfert_technologie","Valorisation_recherche_conferences","Valorisation_recherche_hackatons","plateforme_evaluation_ouverte","quelles_plateforme_ouverte","Souhait_partage_donnees_produites-partenariat","Souhait_partage_donnees_produites_discipline","Souhait_partage_donnees_produites_pays_continent","Souhait_partage_donnees_produites_domaine_economique","Souhait_partage_donnees_produites_secteur_associatif","Souhait_partage_donnees_produites_sans_restriction","compatibilite_diffusion_partage","evolutions_pratiques_numeriques","sexe","disciplines_9niv","annee_de_naissance-recod10niv"
547,"nous sommes entre 2 et 5 personnes","maître / maîtresse de conférences et assimilés","fonctionnaire ou assimilé",,"2005","Windows;autres OS (Android...)","parfois","rarement","souvent","jamais","toujours","jamais","souvent","rarement","toujours","souvent","souvent","jamais","toujours","jamais","souvent","rarement","toujours","toujours","parfois","souvent","jamais","jamais","parfois","parfois","jamais","jamais","parfois","parfois","rarement","par des collègues, des amis;par mon institution, mon entreprise;en cherchant par moi-même","souvent","souvent","souvent","rarement","rarement","jamais","Je ne sais pas l'évaluer","parfois","oui",,,"non","toujours","rarement","jamais","souvent","rarement","toujours","toujours","rarement","Logiciels de pilotage d'appareils (acquisition d'image CCD ou de microscopie, données de spectrophotométrie,...)
Suites bureautique (Office) et logiciels d'illustration (Adobe Illustrator)
Logiciels de traitement d'image (Adobe Photoshop)","des logiciels payants;des logiciels partiellement ou complètement gratuits mais propriétaires;des logiciels libres et gratuits","jamais",,"rarement",,"jamais",,"jamais","toujours","jamais","jamais","jamais","jamais","jamais","toujours","parfois","jamais","Adobe Illustrator, Microsoft Powerpoint","parfois","parfois","jamais","rarement","jamais","jamais","jamais","jamais","rarement","jamais","jamais","notoriété de la revue, de l'éditeur, du congrès dans ma discipline;indicateurs chiffrés de la revue (Facteur d'impact, JCR, SIGAPS…);refus des revues prédatrices","jamais","jamais","jamais","souvent","jamais","jamais","jamais","jamais","non","non","non","non","non","non","oui","non","oui","jamais","jamais","parfois","toujours","jamais","rarement","rarement","jamais","jamais","jamais","jamais","parfois","jamais","non, je ne sais pas ce que c'est",,"oui","oui","oui","non","non","non",,,"une femme","Sciences du vivant","41 à 45 ans"
548,"nous sommes entre 6 et 10 personnes","maître / maîtresse de conférences et assimilés","fonctionnaire ou assimilé",,"2008","Windows;MacOS;autres OS (Android...)","souvent","parfois","souvent","jamais","toujours","jamais","souvent","souvent","jamais","souvent","souvent","jamais","toujours","jamais","souvent","souvent","jamais","parfois","toujours","souvent","jamais","rarement","rarement","souvent","parfois","jamais","jamais","jamais","jamais","par des collègues, des amis;par mon institution, mon entreprise;via les réseaux sociaux numériques (Twitter...);en cherchant par moi-même","souvent","toujours","toujours","souvent","jamais","toujours","de 1 GO (GB) à 20(GB)","parfois","oui","Aucun. Je conserve personnellement.","Aucun tiers","non","toujours","toujours","jamais","toujours","jamais","toujours","parfois","parfois","Je ne comprends pas la question.","des logiciels libres et gratuits;des logiciels internes à mon organisation","jamais",,"parfois","Nvivo 
Tropes","rarement",,"souvent","toujours","souvent","jamais","jamais","jamais","jamais","jamais","souvent","parfois","Suite Framasoft","toujours","souvent","souvent","souvent","parfois","parfois","toujours","rarement","parfois","parfois","parfois","refus des revues prédatrices;notoriété de la revue, de l'éditeur, du congrès dans ma discipline;diffusion en accès libre (choix personnel);critères HCERES, FNGE, CNRS, CNU…","souvent","jamais","parfois","jamais","jamais","jamais","jamais","jamais","oui","non","non","non","non","non","oui","non","oui","toujours","jamais","jamais","parfois","toujours","parfois","parfois","jamais","parfois","rarement","jamais","toujours","souvent","oui, j'en ai entendu parler","pre-registering (PLOS, OSF, AsPredicted...);journaux open peer review  / évaluation ouverte  (pré-publication) (F1000, PeerJ...)","oui","oui","oui","oui","oui","oui","Bien sûr !","Je l’espère !
Je dois passer de modalités de traitement des données qui sont un peu trop artisanales a mon goût à des modalités plus expertes. Cela suppose de prendre le temps de se former...mais surtout d’être formé ! 
L’offre de formation à destination des ECest d’une indigence sans nom... le tout étant aussi complexifié par des agendas fluctuants et extrêmement chargés.","je ne souhaite pas répondre","Sciences humaines","36 à 40 ans"
549,"je travaille seul","doctorant / doctorante (y compris CIFRE)","en CDD",,"2008","Windows;MacOS","parfois","rarement","rarement","jamais","jamais","jamais","toujours","souvent","jamais","parfois","parfois","jamais","toujours","jamais","toujours","parfois","jamais","jamais","toujours","jamais","jamais","jamais","souvent","rarement","souvent","jamais","jamais","jamais","parfois","par mon institution, mon entreprise;en cherchant par moi-même","jamais","toujours","toujours","jamais","jamais","jamais","Je ne sais pas l'évaluer","parfois","non",,,"non","jamais","jamais","jamais","parfois","parfois","parfois","jamais","toujours","Google","des logiciels libres et gratuits;des logiciels payants","jamais",,"jamais",,"jamais",,"jamais","rarement","toujours","jamais","jamais","jamais","jamais","jamais","souvent","jamais",,"parfois","parfois","parfois","parfois","parfois","souvent","souvent","souvent","souvent","souvent","jamais","notoriété de la revue, de l'éditeur, du congrès dans ma discipline","jamais","souvent","jamais","jamais","jamais","jamais","jamais","jamais","non","non","non","non","non","non","oui","non","oui","parfois","jamais","jamais","jamais","toujours","toujours","jamais","jamais","jamais","jamais","jamais","rarement","jamais","non, je ne sais pas ce que c'est",,"oui","oui","oui","non","non","non",,,"une femme","Sciences humaines","36 à 40 ans"
550,"nous sommes entre 2 et 5 personnes","chargé / chargée de recherche (CNRS, INSERM, INRAE, CNES...)","fonctionnaire ou assimilé",,"2003","Linux","jamais","rarement","toujours","jamais","jamais","jamais","jamais","jamais","toujours","souvent","toujours","jamais","parfois","jamais","jamais","jamais","toujours","parfois","rarement","souvent","jamais","jamais","rarement","parfois","jamais","jamais","jamais","rarement","jamais","par mon institution, mon entreprise","toujours","jamais","parfois","rarement","jamais","jamais","de 1 GO (GB) à 20(GB)","parfois","oui","?",,"non","toujours","jamais","jamais","parfois","toujours","parfois","jamais","jamais","Matlab
Davis LaVision
Labview","des logiciels payants","jamais",,"toujours","Données analysées avec Matlab ou avec Python","toujours","Visualisation de champs avec Matlab ou Python","jamais","rarement","jamais","souvent","rarement","jamais","jamais","toujours","souvent","souvent","Inkscape","toujours","toujours","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","notoriété de la revue, de l'éditeur, du congrès dans ma discipline;frais de publications (Article Processing Charges);indicateurs chiffrés de la revue (Facteur d'impact, JCR, SIGAPS…)","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","non","non","non","non","non","non","non","non","non","toujours","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","toujours","jamais","non, je ne sais pas ce que c'est",,"oui","oui","oui","non","non","non","oui, le brevet n'empêche pas la publication dans une revue","oui, vers le partage de données que je ne pratique pas car actuellement mes données ne sont pas dans un format standard de base de données.","un homme","Science de l'ingénieur","46 à 50 ans"
551,"je travaille seul","maître / maîtresse de conférences et assimilés","fonctionnaire ou assimilé",,"2006","Windows","rarement","rarement","parfois","jamais","souvent","jamais","souvent","parfois","jamais","souvent","parfois","jamais","souvent","jamais","souvent","parfois","jamais","rarement","souvent","souvent","jamais","jamais","souvent","souvent","souvent","jamais","jamais","jamais","rarement","par des collègues, des amis;par mon institution, mon entreprise;au cours d'une formation;en cherchant par moi-même","parfois","souvent","souvent","parfois","jamais","souvent","Je ne sais pas l'évaluer","rarement","non",,,"non","souvent","jamais","jamais","souvent","jamais","souvent","jamais","parfois","GOOGLE FORMS","des logiciels libres et gratuits","jamais",,"parfois","TROPES
CLAN 
ELAN","jamais",,"jamais","toujours","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","Pas d'outils spécifiques","souvent","souvent","souvent","souvent","jamais","parfois","jamais","parfois","jamais","jamais","jamais","notoriété de la revue, de l'éditeur, du congrès dans ma discipline;critères HCERES, FNGE, CNRS, CNU…;transparence du processus d'évaluation;frais de publications (Article Processing Charges)","rarement","jamais","jamais","rarement","jamais","jamais","jamais","jamais","non","non","non","non","non","non","non","non","oui","parfois","jamais","parfois","souvent","jamais","parfois","jamais","jamais","jamais","jamais","jamais","souvent","jamais","oui, j'en ai entendu parler","journaux open peer review  / évaluation ouverte  (pré-publication) (F1000, PeerJ...)","oui","oui","non","non","non","non","Oui","Oui, probablement car ces pratiques ont déjà évolué depuis le début de ma carrière et elles ont été également influencées par l'épisode de confinement que nous venons de vivre.","une femme","Sciences humaines","41 à 45 ans"
552,"nous sommes entre 2 et 5 personnes","ingénieur / ingénieure de recherche","travailleur indépendant",,"1999","Linux;autres OS (Android...)","rarement","souvent","souvent","jamais","souvent","parfois","souvent","souvent","souvent","souvent","souvent","jamais","souvent","souvent","souvent","souvent","souvent","parfois","souvent","souvent","jamais","rarement","rarement","parfois","parfois","jamais","jamais","souvent","parfois","par des collègues, des amis;via les réseaux sociaux numériques (Twitter...);en cherchant par moi-même","toujours","souvent","parfois","souvent","rarement","parfois","de 1 GO (GB) à 20(GB)","parfois","oui","Archivage personnel","conservation personnelle","oui","jamais","parfois","souvent","jamais","souvent","toujours","parfois","parfois","Instrumentation de logiciels","des logiciels libres et gratuits;des logiciels créés à cette fin (seul ou avec des collègues);des logiciels issus d'un projet de recherche;des logiciels partiellement ou complètement gratuits mais propriétaires","souvent","openrefine
scripts python","souvent","pandas
vega explorer","souvent","jupyter/matplotlib/plotly
vega explorer","souvent","rarement","souvent","souvent","souvent","jamais","souvent","souvent","parfois","parfois","inkscape","souvent","souvent","rarement","parfois","jamais","jamais","parfois","jamais","rarement","parfois","souvent","diffusion en accès libre (choix personnel);notoriété de la revue, de l'éditeur, du congrès dans ma discipline;transparence du processus d'évaluation","toujours","souvent","toujours","rarement","rarement","rarement","rarement","rarement","non","non","non","non","oui","oui","oui","non","oui","toujours","jamais","parfois","jamais","parfois","parfois","souvent","rarement","jamais","parfois","jamais","souvent","rarement","oui, j'en ai entendu parler","outils de peer review (PubPeer, ScienceOpen, Publons, Peer Community In, Self Journal of Science...)","oui","oui","oui","oui","oui","oui",,,"une femme","Mathématiques, Informatiques","46 à 50 ans"
553,"nous sommes entre 2 et 5 personnes","ingénieur / ingénieure de recherche","fonctionnaire ou assimilé",,"1996","Windows","jamais","rarement","rarement","jamais","jamais","jamais","jamais","rarement","jamais","parfois","rarement","jamais","jamais","jamais","jamais","rarement","jamais","toujours","rarement","parfois","jamais","jamais","jamais","rarement","jamais","jamais","jamais","jamais","jamais","par mon institution, mon entreprise;en cherchant par moi-même","toujours","souvent","rarement","rarement","jamais","rarement","Je ne sais pas l'évaluer","rarement","non",,,"non","parfois","jamais","jamais","souvent","jamais","toujours","jamais","jamais","Questionnaires papiers ou en ligne (Lime Survey ou prestataire externe)","des logiciels libres et gratuits;des logiciels payants","toujours","Excel","toujours","Excel ; SPSS ; Alceste","souvent","SPSS","jamais","toujours","jamais","jamais","jamais","jamais","jamais","jamais","parfois","jamais","Excel ; SPSS","parfois","souvent","parfois","parfois","parfois","rarement","rarement","parfois","rarement","jamais","jamais","notoriété de la revue, de l'éditeur, du congrès dans ma discipline;transparence du processus d'évaluation","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","non","non","non","non","non","non","oui","non","non","rarement","jamais","rarement","parfois","jamais","rarement","jamais","jamais","jamais","jamais","jamais","parfois","jamais","non, je ne sais pas ce que c'est",,"oui","oui","oui","oui","oui","oui","oui","je ne sais pas","une femme","Sciences humaines","51 à 55 ans"
554,"nous sommes entre 2 et 5 personnes","maître / maîtresse de conférences et assimilés","fonctionnaire ou assimilé",,"1989","Windows","jamais","souvent","souvent","jamais","jamais","parfois","souvent","souvent","parfois","souvent","souvent","jamais","jamais","parfois","souvent","souvent","parfois","rarement","souvent","parfois","jamais","rarement","parfois","parfois","jamais","jamais","jamais","jamais","rarement","par des collègues, des amis;par mon institution, mon entreprise","souvent","souvent","rarement","jamais","jamais","jamais","Je ne sais pas l'évaluer","rarement","non",,,"non","jamais","jamais","toujours","souvent","souvent","toujours","souvent","parfois","Applications de bases de données développées spécifiquement pour des projets.","des logiciels créés à cette fin (seul ou avec des collègues);des logiciels libres et gratuits;des logiciels issus d'un projet de recherche","parfois","OpenRefine, Talend","jamais",,"jamais",,"souvent","toujours","souvent","souvent","jamais","jamais","jamais","parfois","souvent","rarement","PowerPoint, Paint","souvent","parfois","rarement","rarement","jamais","jamais","jamais","jamais","rarement","jamais","jamais","notoriété de la revue, de l'éditeur, du congrès dans ma discipline;diffusion en accès libre (choix personnel);frais de publications (Article Processing Charges)","jamais","jamais","jamais","parfois","parfois","jamais","jamais","jamais","non","non","non","non","non","non","non","non","oui","toujours","jamais","souvent","jamais","jamais","parfois","souvent","jamais","jamais","jamais","jamais","souvent","jamais","oui, j'en ai entendu parler","pre-registering (PLOS, OSF, AsPredicted...)","oui","oui","oui","oui","oui","oui","Totalement.","Les outils collaboratifs vont de plus en plus faire partie de nos pratiques de recherche, tout comme le partage de données et d'informations.","un homme","Mathématiques, Informatiques","56 à 60 ans"
555,"nous sommes entre 2 et 5 personnes","professeur / professeure des universités et assimilés","fonctionnaire ou assimilé",,"2009","Windows;MacOS","rarement","souvent","parfois","jamais","souvent","rarement","souvent","toujours","toujours","souvent","parfois","jamais","souvent","rarement","souvent","toujours","toujours","souvent","souvent","toujours","jamais","jamais","parfois","rarement","jamais","jamais","jamais","jamais","rarement","par des collègues, des amis;par mon institution, mon entreprise;en cherchant par moi-même","toujours","rarement","jamais","jamais","jamais","jamais","Je ne sais pas l'évaluer","souvent","non",,,"non","rarement","parfois","parfois","parfois","parfois","souvent","parfois","toujours","Experiments software: Flexemarkets, ZTree
Pre-packaged data by Bloomberg, Datastream, others (CRSP, Edgar, etc.)","des logiciels créés à cette fin (seul ou avec des collègues);des logiciels partiellement ou complètement gratuits mais propriétaires;des logiciels payants","toujours","R, Stata, Matlab, Excel","toujours","R, Stata, Matlab","souvent","R, Excel","jamais","souvent","parfois","toujours","parfois","jamais","rarement","toujours","jamais","jamais",,"souvent","souvent","jamais","rarement","rarement","parfois","souvent","jamais","rarement","souvent","jamais","notoriété de la revue, de l'éditeur, du congrès dans ma discipline;indicateurs chiffrés de la revue (Facteur d'impact, JCR, SIGAPS…);critères HCERES, FNGE, CNRS, CNU…;transparence du processus d'évaluation","rarement","souvent","souvent","parfois","jamais","rarement","jamais","jamais","non","non","oui","non","oui","non","non","non","non","parfois","jamais","rarement","jamais","jamais","jamais","souvent","parfois","jamais","jamais","jamais","rarement","souvent","oui, j'en ai entendu parler","pre-registering (PLOS, OSF, AsPredicted...)","oui","oui","oui","oui","oui","oui","yes","yes. I have coauthors who use GitHub more than me. We are putting data on a sharing platform for the first time, so I'm getting acquainted with these platforms. Practice in experimental work is changing, with experiments needing to be pre-registered, something new for my usage of platforms.","un homme","Sciences sociales","41 à 45 ans"
556,"nous sommes entre 2 et 5 personnes","maître / maîtresse de conférences et assimilés","en CDI",,"2012","Windows","rarement","souvent","souvent","jamais","parfois","jamais","souvent","parfois","rarement","souvent","souvent","jamais","parfois","jamais","souvent","parfois","jamais","toujours","parfois","parfois","jamais","jamais","souvent","parfois","jamais","jamais","jamais","jamais","jamais","par mon institution, mon entreprise","souvent","souvent","parfois","jamais","jamais","jamais",,"rarement","non",,,"oui","jamais","jamais","jamais","jamais","jamais","toujours","jamais","parfois","qualtrics essentiellement","des logiciels payants;des logiciels partiellement ou complètement gratuits mais propriétaires","jamais",,"toujours","SPSS essentiellement","rarement",,"jamais","toujours","parfois","jamais","jamais","jamais","jamais","jamais","souvent","jamais","Excel
Ppt
Word 
Export de graphiques depuis logiciels d’analyse des données","souvent","toujours","jamais","parfois","rarement","rarement","jamais","jamais","rarement","jamais","jamais","notoriété de la revue, de l'éditeur, du congrès dans ma discipline;indicateurs chiffrés de la revue (Facteur d'impact, JCR, SIGAPS…);critères HCERES, FNGE, CNRS, CNU…","jamais","rarement","jamais","parfois","jamais","jamais","jamais","jamais","non","non","non","non","non","non","non","non","non","jamais","jamais","parfois","jamais","souvent","parfois","parfois","jamais","parfois","jamais","jamais","parfois","jamais","oui, j'en ai entendu parler","outils de peer review (PubPeer, ScienceOpen, Publons, Peer Community In, Self Journal of Science...)","oui","oui","oui","oui","oui","oui","Oui mais il faut avoir le temps et les ressources pour le faire","Aucune idée","une femme","Sciences humaines","36 à 40 ans"
